TF,Target
RAD51AP1,POLR3G
TADA1,MAP4K3
LRRCC1,AMIGO2
ZBTB11,ANXA3
TMEM64,FAM89A
NXT2,TOM1L1
DDAH1,BTBD10
RGPD2,ERCC-00025
PRICKLE1,KIAA1467
REV3L,USP44
ANKMY2,HSF2
TRDN,TNFAIP8
STAT1,DUSP4
TIPIN,PPIP5K2
FAM69A,ERCC-00111
ALG11,CBR1
PLOD2,BAG3
DDX20,ARL4D
RPL17-C18ORF32,GTF2B
LYPLAL1,GTF2H2D
CCDC82,SEMA5A
UBE2D1,C12ORF23
BMP4,DDX20
CENPQ,SEC24D
HAPLN1,PNPLA8
HAPLN1,NANOG
ACOX3,SERPINE2
AMIGO2,METTL18
EFTUD1,RAD51AP1
TTC39B,HIBCH
TRUB1,MANEA
LEPREL1,ANGPT2
ASUN,CCDC138
FBXO28,ERCC-00002
MAP4K3,AK4
RLF,TNFRSF11B
PTPRZ1,ALG11
FZD5,PAM
FZD5,CEP55
B3GNT2,SPP1
UBE2D1,BNIP3
COMMD10,NFIB
DCAF6,MALT1
NLGN4X,BMPER
PLOD2,FAM46A
TMEM47,FEZ1
MTERF,EXO1
GATM,BMPER
ROR2,PLK2
ERCC-00076,ERCC-00111
SYNC,CER1
GATM,KLHL12
DCAF6,ENC1
BMPER,MOSPD1
MANEA,KIAA1324L
ABCA1,ZNF516
TIPIN,FLRT3
KIF23,RALB
NRP2,CAP2
EFTUD1,LIPG
CDC23,ZFYVE16
SPP1,FAM173B
ANKRD13C,HTRA1
SLC46A3,FASTKD1
OTX2,KLHL6
RAVER2,DKK4
CEP70,INSIG2
PENK,MTERF
RFESD,ELL2
ZIC3,ERCC-00092
GYPA,RND3
LTN1,CRYZL1
RNF138,PROM1
CHL1,CDC23
NCAPG,SNX14
TBC1D23,WLS
FOS,ERCC8
NANOG,NID1
NDFIP2,TBC1D23
CRHBP,KLHL28
SH3BGRL2,B3GNT2
AGL,DNAJB14
KLHL4,PERP
ERCC-00074,HMMR
C4ORF46,MELK
STK3,WLS
ERBB4,ERCC-00171
ARMC8,BMP2
HAND1,TDRD7
OTX2,ARG2
NCAPG,WDR48
ERBB4,LPGAT1
RFPL2,CDC23
ASUN,PRICKLE1
TP53INP1,GNG11
ARMCX3,METTL18
NRP2,LYPLAL1
BMPER,KDELR3
RNF13,CD200
ST6GALNAC3,TADA1
MBOAT1,TMX3
CAMK2D,ERCC-00004
PCDH7,GFM1
PRICKLE1,CYP1B1
SEC24D,KAL1
PRSS23,PLCB4
PRMT6,NUP35
RAVER2,CLDN11
DUSP10,EFNA5
KIAA1324L,TP53INP1
RPL17-C18ORF32,AMIGO2
FAM46A,ERCC-00002
ZNF518B,MTMR6
TDP2,TMCC1
SEMA3A,WNT5A
CBR1,USP31
STC1,ERCC-00096
ESCO2,MLF1IP
CEP70,ZEB2
KBTBD2,BMP2
PMP22,PLOD2
CYP26A1,KLHL24
GPC3,KIF18A
SLC18A2,SPP1
NAP1L3,ELMOD2
FBXO11,TADA1
ZNF670,ANXA3
DECR1,USP53
ASUN,FAM54B
FLRT3,CD200
PAM,ERCC-00171
PAM,LPGAT1
KIAA1324L,MTMR6
CDK1,DYRK2
BMP4,NXT2
SEMA5A,ZEB1
RMI1,CBR1
HAS2,FBXO11
TBPL1,SLCO2A1
C5ORF22,TMEM47
ERCC-00060,RND3
CD200,UGGT2
TMX3,STK38L
ID2,ARHGAP28
ERCC-00044,TDP2
NTS,GYPA
CPE,DDAH1
FBXO11,ERCC-00131
TTC14,ERCC-00004
C11ORF82,YEATS4
NID1,COL1A2
ERCC-00025,RPL17-C18ORF32
ASUN,ST6GALNAC3
ALG11,FARSB
KLF10,ERCC-00060
MYNN,SEMA6D
DYRK2,ASH2L
RNF138,APLNR
ANKMY2,ERCC-00009
FOS,RHAG
NDC80,RAD51AP1
MAP4K3,KRCC1
TMEM38B,STK38L
ARMCX3,ELMOD2
FBXO5,ZNF518B
LPIN1,USP44
MMP16,DUSP10
KIAA1804,NXT2
C3ORF14,NT5C3
ST6GALNAC3,TP53INP1
CEP70,NODAL
ZIC3,SORL1
DTL,ERCC8
MME,GDAP1
MYOCD,PTPRZ1
PTPRZ1,CDC20
MID1,GYPB
PRKRIR,ANKMY2
TMCC1,MTMR2
PTGR1,ERCC-00112
EPCAM,ZNF521
COCH,CD48
FZD5,EFNA5
CASD1,FBXO11
SPPL2A,MOSPD1
SENP7,OXTR
MANEA,ANAPC4
MORC3,ZIC3
NRP2,RFESD
KLF10,DEPDC1B
CA2,PAM
CA2,CEP55
LIPG,NIPSNAP3A
ZNF521,MLF1IP
COL5A1,BTBD10
FBXO11,TP53INP1
EPCAM,USP31
NDC80,LIPG
ALPK2,ZDHHC21
NAP1L3,WNT5A
NUDT10,INSIG2
SKA3,HAND1
SPP1,FLRT3
DRAM2,CBR1
CCDC138,C12ORF23
DOCK7,PDLIM3
SEMA3A,KLHL28
ERCC-00145,AMIGO2
ECT2,C1ORF112
CYP1B1,CTSK
CYP26A1,ST3GAL6
ZNF518B,KIF15
KIF23,MELK
CDC7,CHEK2
REV3L,GLIPR2
DUSP11,RGPD2
ESCO2,PDCD4
FARSB,MORC3
SLC35A3,ERCC-00004
ERCC-00171,UBE2W
COBLL1,KIF23
ERCC-00108,TMEM47
SFRP1,LTN1
MTMR2,CCKBR
ZNF567,MYOCD
FOS,ASS1
PTGR1,COQ3
ALCAM,UGGT2
NFIB,RAD51AP1
CDC23,SFRP1
TNFRSF11B,SLC46A3
DKK1,HLA-DQB1
KIAA1324L,KIF15
FASTKD3,RSPO3
GLIPR2,MALT1
PHLDA1,TMCC1
NRP1,LYPLAL1
SENP7,KDELR3
LGALSL,FAM117B
KAL1,PLK1
SH3BGRL2,VPS54
TNFAIP8,KIAA0528
ALG6,MFAP4
LHX1,CCKBR
ZNF516,FAM46A
PLXNA2,SERHL2
LEPREL1,LRRC40
CCDC138,BNIP3
GLIPR2,ENC1
RAVER2,IL6ST
FAM69A,C3ORF58
SLC19A2,IFI16
GABRB2,UBE2W
B4GALT4,CAP2
PPPDE1,HMMR
MANEA,NFIB
NDFIP2,KAL1
DTL,RHAG
STC1,CTSK
ZEB1,ERCC-00111
KLHL6,GFM1
PRDM1,PALLD
GCA,NCAM1
BMP4,DNAJB14
ERCC-00042,C1ORF112
GPR83,GABRB2
ZNF567,RAVER2
ARHGAP28,HBP1
COL1A2,ERBB4
FASTKD5,SERHL2
NUDT10,ZEB2
PRDM1,ERCC-00043
ODC1,ANGPT2
ERCC8,ZNF138
MTMR6,MID1
TRUB1,NANOG
ARMC8,NODAL
ITGA5,RNF138
QPCT,ZIC3
FAM117B,CRYZL1
TIPIN,ST3GAL6
NFIB,LIPG
PHC1,SFRP2
RSPO3,EOMES
TSPAN12,BNIP3
BLM,PDE3B
ESRP1,CCNA2
VWA5A,FAM173B
RAVER2,TFB2M
B4GALT4,LYPLAL1
MCC,PLK2
KIAA1804,DNAJB14
ZNF516,FASTKD3
PRKRIR,PCDH7
CCNA2,MTMR6
LRIG3,ITGA5
PLAA,TFPI
PIK3R5,KBTBD2
PLK2,ERCC-00004
ZNF521,PDCD4
YEATS4,ZBTB11
ARFGAP3,STK38L
BNIP3,SPPL2A
NAP1L3,KLHL28
SYNC,VASH2
C11ORF82,DKK1
ZNF138,HEG1
LGALSL,CSTF1
ELOVL2,OXR1
BCAP29,NCAM1
MID1,CPE
RMI1,FARSB
ALPK2,ASNS
TADA1,KIF4A
NLGN4X,NDFIP2
GDF3,CDK1
PRDM1,CALB1
KBTBD2,NODAL
FBN1,SIRT1
SNX14,TIPIN
DUSP11,PTGR1
CEP70,NUDT10
LECT1,GRPEL2
PDCD4,PROM1
GATM,NDFIP2
GDAP1,PLAU
ESRP1,VAMP7
CLDN11,HAS2
TBC1D23,COCH
FBXO28,ATG4C
CSTF1,RSPO3
DTL,ASS1
VAMP7,HAND1
SMN1,PDGFRA
PARPBP,GDF3
CDH11,OXTR
HTRA1,SH3BGRL
STK3,COCH
ZBTB11,FBXO3
TBC1D23,TADA1
CRHBP,TMEM47
UBE2W,IFI16
GTF2B,SFRP2
SMN1,ASUN
NFIB,CLGN
COCH,MME
ARHGAP28,PIBF1
MLF1IP,SLC39A8
FAM89A,IPO8
HMMR,OTX2
TNFRSF11B,NAP1L3
DUSP10,NRP2
ZUFSP,GATA4
BCL11A,OXR1
STK3,TADA1
KLHL12,CD200
PELI2,NLGN4X
ASNS,CRYZL1
NRP1,RFESD
UTP15,UGGT2
C3ORF58,CCDC66
KIAA1467,DDAH1
DUSP10,GCA
COBLL1,KDR
LGR4,C4ORF46
IGDCC4,PRDM1
ZBTB11,DCAF6
YEATS4,ERCC-00095
ZDHHC21,ERCC-00076
HEG1,CENPC1
PLXNA2,STC1
CA2,EFNA5
CDK6,ZEB1
TBC1D23,ERCC-00131
PDLIM3,DUSP10
STAT1,HAND1
PLAU,ERCC-00112
C3ORF58,HTRA1
VPS54,ERCC-00022
PCDH7,ERCC-00002
HEG1,PELI2
GLDC,RLF
VIM,KIAA0528
STK3,ERCC-00131
RNFT1,LRIG3
MMP16,CENPQ
SH3BGRL2,KAT7
FASTKD5,STC1
ERCC-00004,ALCAM
COQ3,KIAA1324L
HSF2,CCDC82
EFNA5,CDC7
NODAL,RHOBTB3
UBE2D1,ERCC-00003
FBXO5,LECT1
MCCC1,ORC5
INSIG2,TMCC1
ID2,GNAI1
ZIC3,ZEB1
FAM173B,DNA2
NCAPG,CEP70
LRRCC1,PRMT6
DRAM2,FARSB
KIF18A,PMP22
FAM135A,BNIP3
EOMES,WLS
PMP22,CHEK2
ATL2,ZNF521
LTN1,FAM135A
NRP2,FAM54B
MAP4K3,GATM
HMMR,ALPK2
PRKRIR,QPCT
C12ORF23,METTL18
ZNF567,PLK4
BUB1B,LGR5
IL6ST,DNAJB9
COL1A2,ALCAM
CRYZL1,ERCC-00004
CCNA2,KIF15
FBXL5,PHLDA1
PTPRZ1,FEZ1
PDCD4,APLNR
LPIN1,GLIPR2
TTK,ERCC-00042
STK17B,RHOBTB3
ATL2,USP31
ANGPT2,DNAJB14
PLAU,COQ3
CCDC81,KIAA1324L
IL6ST,DERA
GPC3,CASD1
VASH2,RHOBTB3
PRIM1,SYNC
DKK4,PIBF1
FAM46A,ATG4C
PERP,SERHL2
TTK,GRPR
SEMA3A,BCAP29
SENP7,NCAPG
PIP4K2A,DUSP10
ERCC-00022,ZDHHC21
FZD5,NRP2
NID1,CNKSR3
RNF13,YPEL5
KAL1,COBLL1
NRP1,CCDC138
CPE,SNX14
USP31,CCDC82
COMMD10,ERCC-00112
KIAA0528,LPIN1
QPCT,LRRC40
PRKRIR,FBXL5
VWA5A,FLRT3
FAM188A,UGGT2
PTGR1,ITFG1
FER,ZNF567
WDR48,ZNF567
ANKMY2,NID1
CPE,WDR48
NUDT11,MLF1IP
EXO1,CAP2
CDC23,DOCK7
GDF3,GLIPR2
PRKRIR,GPR83
KBTBD2,NUDT10
TMCC1,PRTG
HDHD2,SLC19A2
GPR83,ROR2
ORC5,GABRB2
BAG3,ERCC-00092
KAT7,ERCC-00025
DCUN1D4,ATL2
SFRP2,PPPDE1
ERCC-00044,ZFYVE16
ZNF268,STK3
C12ORF23,ELMOD2
AMIGO2,SMN1
CDC7,EPHA4
DECR1,RAD51AP1
YEATS4,FASTKD1
TDP2,CEP55
C4ORF46,HIBCH
ERCC-00111,ANKRD6
ERCC-00111,LEPREL1
TNFAIP8,MYCT1
COMMD10,COQ3
ERCC-00112,SLC35A3
TFPI,HEG1
ATG4C,TNFAIP8
STK38L,UBE2W
ZNF670,FBXO3
ESRP1,COL4A1
AK4,SEMA5A
FAM117B,PLK1
ZNF280B,CYP26A1
PRKRIR,LRRCC1
MBOAT1,RPE
CBR1,PERP
NRP1,PRICKLE1
DDAH1,BCL11A
DUSP11,STAT1
SENP7,ELL2
SEMA3E,ZFYVE16
HPRT1,PLK2
GNAI1,BMP2
PRDM1,MAGI3
UGGT2,LECT1
KDR,ERCC-00076
PLXNA2,MTERF
ANKRD28,ANKMY2
TADA1,TFPI
AMIGO2,TMEM47
RPL17-C18ORF32,PRMT6
CLDN11,LGR4
ERCC-00022,ASNS
PERP,STC1
NLGN4X,ERCC-00108
DECR1,LIPG
RAVER2,POLR3G
KLHL6,ERCC-00002
LRIG3,HPRT1
ZEB1,C3ORF58
SERPINE2,MALT1
ITFG1,LGR4
ERCC-00136,TTC39B
ERCC-00171,ERCC-00046
FBXO3,CCNA2
GDAP1,EPCAM
ZEB2,PCDH7
HLA-DQB1,MELK
PMAIP1,PDE3B
DDAH1,CAMK2D
DERA,MLF1IP
NRP1,FAM54B
NUDT11,PDCD4
CCDC81,ANAPC4
SH3BGRL2,COL5A2
MME,PTPRZ1
GLDC,ABCA1
ITGA6,ALG11
DUSP11,SERPINE2
FEZ1,GYPB
ARL4A,ERCC-00130
ODC1,RSPO3
PLAA,COCH
SEMA5A,UBE2D1
GABRB2,ERCC-00046
BAG3,SORL1
LTN1,TRIM36
ASNS,PLK1
NID1,ARG2
CDH11,NCAPG
NRP1,ST6GALNAC3
CYP1B1,BLM
CHL1,ZNF280B
PLAA,TADA1
USP31,RFESD
CCDC66,CCNA2
DCUN1D4,TRDN
PLCB4,GATA4
KLHL24,FAM89A
NDFIP2,FBXO5
EPCAM,PERP
DYRK2,ITGA5
COQ3,NFIB
SORL1,LTN1
KIF4A,MFAP4
YPEL5,MYCT1
AGL,MID1
GTF2B,ERCC-00108
PLAA,ERCC-00131
GLDC,PHLDA1
B4GALT4,FAM54B
CD200,ERCC8
PLOD2,SEC24D
ERCC-00042,SEMA5A
CA2,NRP2
PPPDE1,STK38L
TOM1L1,CD9
LRRCC1,GABPA
ZNF280B,PRSS35
CCDC138,ERCC-00003
PHLDA1,PAM
FBN1,GPSM2
ARMCX3,TMEM47
MYCT1,ERCC-00002
PHLDA1,CEP55
APOBEC3G,DUSP10
LIFR,ECT2
CCKBR,GCA
ZNF670,PPM1H
RGPD2,ID2
FER,ST8SIA1
ERBB4,MAGI3
CCDC66,VAMP7
EPHA4,ECT2
WDFY1,CDC7
ERCC-00043,ORC5
LGALSL,DLC1
ERCC-00113,ANKMY2
WDR48,ST8SIA1
SH3BGRL2,MTERFD1
SLC38A9,ORC5
NCAM1,PPM1H
KIAA0528,GTF2B
KIF23,HIBCH
MBOAT1,ZNF670
BNIP3,PDE3B
ARL4D,ZNF518B
DOCK7,ERCC-00060
IPO8,DRAM2
ZNF670,NTS
ERCC-00145,PRMT6
CCDC82,PENK
DUSP10,C3ORF14
PIP4K2A,CENPQ
ZBTB11,MCCC1
DUSP10,WDR41
NCAM1,NTS
MALT1,LTN1
PPM1H,TOM1L1
NODAL,LIFR
KIF18A,NLGN4X
CD48,APOBEC3G
FREM1,MTMR6
CCNE2,TOM1L1
DERA,PDCD4
LRIG3,CNKSR3
STC1,DUSP4
ZNF791,BLM
GNG11,ERCC-00042
RRM2B,NLGN4X
PMP22,EPHA4
NLGN4X,ARL4A
COQ3,HLA-DQB1
OXR1,COMMD10
PLAA,TP53INP1
HAPLN1,GNG11
CDH11,ELL2
TFB2M,MLF1IP
KIAA1467,WDR48
ZNF268,KIF18A
DNAJB14,LGALSL
GATM,ARL4A
USP31,CCDC138
ARL4A,ERCC-00025
MANEA,ERCC-00112
GNG11,GRPR
ORC5,ROR2
CD48,ERCC-00060
SEMA5A,GABRB2
MPHOSPH9,FER
TMEM47,DUSP10
FAM69A,PLAU
ROR2,ZNF791
SLC19A2,DCUN1D4
ARHGAP29,PLAU
PLP1,MMP16
CAMK2D,CD9
DKK1,C4ORF46
ERCC-00111,FER
CPE,ZNF138
PCDH7,ATG4C
STK17B,LIFR
ACOX3,KIAA1324L
MYOCD,KLF10
VASH2,LIFR
MYNN,DNAJB9
RMI1,PDGFRA
ZNF518B,HBP1
ANKRD13C,CRYZL1
PERP,MTERF
CD200,RHAG
B3GNT2,BMP2
IL6ST,LHX1
ALCAM,ERCC8
SEMA3E,SFRP1
RMI1,ASUN
ERCC-00130,HDHD2
KRCC1,SEMA3E
ALG11,KIT
CYP26A1,FBXO11
RAD51AP1,ERCC-00043
FEZ1,CPE
ASH2L,KLHL12
ERBB4,FASTKD5
FBXL5,MAP4K3
DCAF6,FAM188A
IPO11,HMMR
KIF18A,B4GALT4
COL4A1,PNPLA8
POLR3G,ERCC-00092
FBN1,TMCC1
ERCC-00096,TBC1D23
ZFYVE16,BTBD10
GNAI1,NODAL
TMCC1,USP44
TFPI,BMPER
ITGA6,CDC20
CBR1,FZD5
HAS2,INSIG2
TFPI,KLHL12
MANEA,COQ3
MFAP4,GYPA
KIT,ERCC-00062
SYNC,C11ORF82
BMP2,COMMD10
SIRT1,TMCC1
PDE3B,SFRP2
ROR2,VWA5A
NANOG,FBN1
DDX20,WDFY1
DUSP4,MYNN
MRS2,RALB
FOS,PLOD2
ERCC-00076,PLAU
USP31,PRICKLE1
ATG4C,TDP2
RSPO3,ELMOD2
COL5A1,BCL11A
SNX14,PGM2
TRIM36,ATL2
RPL17-C18ORF32,GABPA
ASH2L,DRAM2
INSIG2,PAM
SH3BGRL,C5ORF22
ANKRD28,QPCT
PAM,FASTKD5
INSIG2,CEP55
ERCC-00096,PRSS35
CPE,CEP70
PROM1,NCAPG
FREM1,KIF15
MTERFD1,TMCC1
ANXA3,MAP4K3
TMOD1,ZNF516
COBLL1,GRPEL2
CER1,NIPSNAP3A
UBE2W,DCUN1D4
PRIM1,KBTBD2
TIPIN,FBXO11
TOM1L1,TTC14
CASD1,INSIG2
CD200,ASS1
MBOAT1,RMI1
ZNF518B,PIBF1
NUP35,MMP16
PHLDA1,EFNA5
KAL1,CENPC1
LRIG3,KLHL6
PDE3B,NDFIP2
DRAM2,ASUN
RFPL2,GATM
HAS2,ZEB2
ZNF516,ERBB4
RPE,MFAP4
KAL1,PELI2
RGPD2,PLAA
COL5A1,CAMK2D
NCAPG,ANXA3
BAG3,ZEB1
ALCAM,RHAG
CEP55,HEG1
CTSK,MPHOSPH9
MLF1IP,RPE
HDHD2,GLMN
PLCB4,NUP35
TBPL1,C1ORF112
KIAA1324L,PIBF1
FER,USP53
TADA1,COCH
C3ORF14,CCDC81
GATA4,TP53INP1
WDR48,USP53
DUSP10,ARL4D
ANKRD28,FBXL5
FBXO5,SFRP2
GDF3,MYOCD
CDK6,UBE2D1
SLC18A2,BMP2
ZNF670,MCCC1
CDK1,GATA4
ATL2,PERP
COLEC12,ARHGAP29
PRDM1,ZBTB11
LRRC40,CDC23
CDC20,ERCC-00044
OTX2,YPEL5
USP31,ST6GALNAC3
RHOBTB3,LIFR
HMMR,CCDC66
ZNF138,NDFIP2
ANKRD28,GPR83
STK38L,ERCC-00046
KIAA1804,MID1
IPO8,ZDHHC21
POLR3G,SORL1
TNFAIP8,TBX3
UTP15,ERCC8
HMMR,HTRA1
REV3L,OXR1
GATA4,MTMR6
ZNF516,SEC24D
OXTR,MALT1
COCH,CELF2
APOBEC3G,CENPQ
CASD1,ZEB2
DYRK2,HPRT1
PLK4,B3GNT2
PARPBP,MRE11A
TADA1,ERCC-00131
FASTKD3,SLC39A8
HIBCH,RPL17-C18ORF32
COBLL1,COLEC12
FAM89A,ELOVL2
CDC7,FAM46A
GDF3,RAVER2
AKAP2,MOSPD1
ERCC8,LUM
TDP2,EOMES
OXTR,ENC1
SFRP1,ERCC-00062
DTL,PLOD2
MTERF,TRDN
GDAP1,CD48
USP53,MAP4K3
AXL,MPHOSPH9
ARL4D,LECT1
KLHL6,ATG4C
PRSS35,PDGFRA
ERCC-00113,QPCT
APLNR,YEATS4
LPGAT1,YEATS4
DDX20,GYPE
DKK1,ITFG1
MORC3,MLLT3
TBC1D23,ST8SIA4
ANKRD28,LRRCC1
PRSS35,ASUN
PELI2,DNA2
ERCC-00145,GABPA
SEMA3A,DECR1
CENPC1,USP31
PRDM1,ERCC-00095
SKA3,FAM89A
CHEK2,C12ORF23
ENC1,SEMA5A
STK3,ST8SIA4
PRPS2,PIP4K2A
LGALSL,ST8SIA1
ARHGAP29,KIF15
BCAP29,HMMR
DUSP4,PRKRIR
CYP1B1,STK17B
GYPE,IPO11
CASD1,NODAL
GLIPR2,GTF2H2D
AKAP2,KDELR3
ZNF280B,HAPLN1
ERCC-00044,DOCK7
CDC7,FASTKD3
TMEM47,CENPQ
TADA1,TP53INP1
CELF2,DUSP10
FOS,CD48
MRS2,TRDN
ERCC-00113,FBXL5
CNKSR3,ALG11
B3GNT2,NODAL
ST3GAL6,CCNA2
FAM69A,EPCAM
ARHGAP29,EPCAM
ERCC-00096,KAL1
ACOX3,NFIB
CCKBR,C3ORF14
CA2,WDR41
ANKRD6,C1ORF112
LECT1,LUM
CCKBR,WDR41
RHAG,S1PR3
CHEK2,BNIP3
EXO1,CRHBP
RAD51AP1,PPPDE1
IGDCC4,PMP22
UTP15,RHAG
BTBD10,CDK1
ITGA5,SERHL2
ERCC-00113,GPR83
ALG11,FBXO28
LGR5,GYPB
MLF1IP,ZNF670
LTN1,IFI16
ZNF670,CA2
FAM188A,ERCC8
INSIG2,EFNA5
GLIPR2,FAM188A
FZD5,WNT5A
FASTKD1,ERCC-00111
CSTF1,SLC39A8
ZIC3,GABRB2
CLK1,DTL
SEMA3E,DOCK7
MORC3,PHC1
GATA4,KIF15
CAMK2D,FREM1
C12ORF23,TMEM47
ARFGAP3,TMCC1
HDHD2,NUP35
BMPER,MALT1
ERBB4,COL5A1
TOM1L1,TNFRSF11B
DNAJB14,PRSS23
ERCC-00076,KIF15
ERCC-00092,DUSP10
ANGPT2,MID1
DRAM2,KIT
QPCT,MLLT3
EFNA5,OXTR
UGGT2,SFRP2
B3GNT5,LECT1
VIM,TBX3
PIK3R5,MTMR2
ERCC-00025,HDHD2
DUSP4,TFB2M
ZNF791,STK17B
ERCC-00113,LRRCC1
KLHL4,ERCC-00113
ITGA6,FEZ1
KDELR3,BLM
ZNF268,CASD1
ZEB1,PLAU
DUSP4,TTC39B
CCNA2,PIBF1
ANAPC4,ECT2
ERCC-00076,EPCAM
PHLDA1,EOMES
GDAP1,CHEK2
KIAA1467,CEP70
GATA6,MLF1IP
ACOX3,HLA-DQB1
TMCC1,GLIPR2
NODAL,PDLIM3
GLMN,PLCB4
DUSP4,CHL1
GDF3,PLK4
PPIP5K2,C1ORF112
TFB2M,HAS2
IPO8,WDR35
MLLT3,GYPA
OXR1,FAM117B
MID1,FAM69A
MORC3,WWP1
UTP15,ASS1
DLC1,CD9
C3ORF14,DDX20
VAMP7,FAM89A
CD200,FOS
TTC14,FREM1
ANAPC4,RSPO3
PRDM1,FASTKD1
MYNN,LHX1
PMAIP1,COMMD10
COCH,AKAP2
PDE3B,ERCC-00108
GYPE,GLDC
COL5A2,ZNF567
SLC18A2,NODAL
PLK4,VPS54
C5ORF22,BTBD10
TFPI,NDFIP2
PDGFRA,B3GNT2
COQ3,ERCC-00112
ZEB2,MTMR2
TRDN,PDGFRA
CAMK2D,TNFRSF11B
FAM188A,RHAG
GDAP1,MME
CDK1,NUP35
VASH2,PDLIM3
LPGAT1,DKK1
PMP22,FAM46A
TRDN,ASUN
CEP55,BMPER
LPIN1,OXR1
DNA2,TMEM64
STAT1,FAM89A
DUSP10,ODC1
PTGR1,ERCC-00145
SH3BGRL2,HSD17B11
LEPREL1,STK3
ITGA5,STC1
MELK,RALB
ORC5,ERCC-00074
PHLDA1,NRP2
PDLIM3,SIRT1
MPHOSPH9,EXO1
CASD1,NUDT10
ANKRD13C,FAM135A
SEMA5A,ERCC-00004
ZNF138,ERCC-00108
ERCC-00111,EXO1
ST8SIA4,SPPL2A
KIF18A,ZNF302
CCDC81,ERCC-00112
FAM117B,PELI2
OXR1,CSTF1
PTPRZ1,DUSP10
MAGI3,ANGPT2
NTS,HDHD2
STC1,HAND1
MORC3,ANKRD13C
CNTRL,ZFYVE16
KLHL4,RNFT1
CNKSR3,CDC20
FAM54B,CBR1
BMP2,FAM117B
LGR5,CPE
CALB1,ANKRD28
ARHGAP28,NUDT11
PRKRIR,PRTG
CCDC82,MID1
SEMA6D,ZNF567
PRIM1,SFRP1
PMP22,FASTKD3
MLF1IP,RMI1
IPO11,STK38L
CCKBR,ARL4D
SMN1,ERCC-00009
HEG1,SLC35A3
SLC35A3,FREM1
ROR2,TDRD7
DYRK2,KLHL6
GATA6,PDCD4
GNAI1,KAT7
SPPL2A,MALT1
ALG11,HSF2
ALCAM,FOS
FAM188A,ASS1
MME,KLF10
DNA2,ENC1
FBN1,PAM
FBN1,CEP55
TBX3,C12ORF23
C11ORF82,CYP26A1
SPPL2A,ENC1
SLCO2A1,ZNF138
WWP1,GYPB
WLS,ZNF567
ERCC-00046,ARMC8
KIAA0528,NRP1
VASH2,BMP4
BTBD10,ZNF268
CCDC81,COQ3
CELF2,CENPQ
COCH,OTUD6B
MME,ARMCX3
SIRT1,PAM
SIRT1,CEP55
GFM1,KBTBD2
ANXA3,KIF4A
ASNS,CENPC1
MTMR6,CCDC82
GPSM2,COL1A2
DTL,CHEK2
ASNS,PELI2
BMP2,CSTF1
COCH,NUDT11
RNF13,ARMC8
PDE3B,ARL4A
ABCA1,CER1
NXT2,C1ORF112
BNIP3,PROM1
TBX3,BNIP3
ZIC3,ROR2
RND3,ERCC-00092
PLK4,KAT7
MTERFD1,PAM
MTERFD1,CEP55
NANOG,ERCC-00074
C3ORF14,NXT2
BUB1B,KIAA0528
KLHL4,TMOD1
FASTKD3,KIF18A
SH3BGRL,PIP4K2A
PLK2,FREM1
ERCC-00046,EFTUD1
ERCC-00092,CENPQ
ERCC-00004,ASH2L
PIBF1,ERCC-00092
PPM1H,SLCO2A1
DRAM2,FBXO28
TNFAIP8,AK4
DUSP10,BCAP29
CCNE2,SLCO2A1
AKAP2,ELL2
HPRT1,ZNF791
AK4,PENK
ERCC-00009,ANKMY2
WDR48,RAD51AP1
PELI2,KIAA1467
ERCC-00062,HEG1
FLRT3,ARMC8
ZNF138,ARL4A
ESCO2,IPO8
ODC1,SLC39A8
COL5A2,ST8SIA1
OTUD6B,ORC5
CPE,ANXA3
INSIG2,NRP2
NCAPG,FBXO3
RRM2B,DNA2
ERCC-00074,KIAA0528
IGDCC4,NLGN4X
GPR83,KLHL4
C1ORF112,HMMR
COL1A2,ASH2L
PDGFRA,VPS54
KRCC1,NCAM1
LTN1,ERCC-00136
LRIG3,CD200
WDFY1,OXTR
EFNA5,NCAPG
PLK1,KBTBD2
NCAPG,DCAF6
ITGA5,MTERF
RGPD2,PTGR1
ERBB4,RND3
C11ORF82,PRSS35
USP53,KIF4A
NUP35,CRYZL1
RSPO3,TMEM47
FAM69A,CD48
ARG2,CDC7
SLC6A15,MYNN
UTP15,FOS
RFESD,TOM1L1
PLAU,ERCC-00145
FASTKD1,C3ORF58
TRUB1,SLC46A3
UGGT2,ERCC-00108
FER,LIPG
ANKMY2,ERCC-00042
KLF10,CD9
WDR48,LIPG
ERCC-00002,MYNN
LEPREL1,KIF18A
ST8SIA1,PDE3B
ERCC-00025,NIPSNAP3A
NUDT10,ANKMY2
ANKRD13C,TRIM36
QPCT,STK3
FLRT3,EFTUD1
HPRT1,VWA5A
ERCC-00171,SYNC
BNIP3,APLNR
DNAJB9,LRIG3
ANKMY2,GRPR
LUM,SH3BGRL2
NIPSNAP3A,CCNE2
TDRD7,EFTUD1
GFM1,ZFYVE16
SERPINE2,FAM188A
BCAP29,STK38L
TTK,LGR5
NCAM1,PLK2
SEMA6D,ST8SIA1
FAM54B,FARSB
PRICKLE1,ERCC-00044
WWP1,CPE
RNFT1,VAMP7
IGDCC4,B4GALT4
DLC1,FREM1
FZD5,BCAP29
WDFY1,KDELR3
RND3,SORL1
ERCC-00136,LPGAT1
LTN1,PARPBP
ZNF521,IPO8
